,City,Latitude,Longitude,Max Temperature (F),Humidity,Cloudiness,Wind Speed
72,ahuimanu,29.53530128590299,-154.77382635344856,76.09280000000007,66,100,4.21
73,simpang,-1.3416188035273109,103.90810361776465,86.87480000000008,58,77,1.98
74,norman wells,67.65591537864404,-127.42295445771163,26.358800000000077,93,100,8.07
75,basco,19.847076698205328,123.70756440947804,81.76280000000003,78,6,9.27
76,abu jubayhah,11.412950067976013,31.20060242228658,71.08880000000002,79,37,1.38
77,kavieng,2.059914706705001,150.07745099525778,84.57080000000003,73,76,3.62
78,hofn,62.565746683942706,-11.857214846015836,50.26280000000003,91,100,12.7
79,iqaluit,63.31132153571636,-76.92671429093292,35.37680000000006,97,100,5.38
80,tuktoyaktuk,83.4275233286445,-134.99651215614384,10.48280000000009,95,0,5.46
81,khilok,51.03589384635711,110.95434021241573,49.6148,52,13,6.17
82,yalvac,38.32927250803192,31.260306070683157,50.352800000000045,89,17,3.03
83,omsukchan,64.40368310296358,156.0546657793547,14.424800000000083,85,41,1.49
84,pimentel,-12.554560802050105,-89.06681587873061,62.98880000000001,75,43,5.37
85,ponta delgada,29.709226357806784,-27.33053663594248,75.51680000000007,73,44,6.82
86,nikolskoye,36.714429474802614,179.41528659228482,64.82480000000008,79,67,8.81
87,lerwick,60.246322073230914,-0.07800246622758777,50.0,87,96,6.7
88,fortuna,39.316479061381244,-133.24391502719237,64.12280000000001,70,100,3.69
89,kupang,-14.28620991810476,124.64020569205564,80.6648,71,0,2.02
90,salalah,16.323432522970634,51.53171755098015,68.76680000000007,97,44,3.49
91,te anau,-39.41950665866461,163.16067876214714,57.768800000000056,96,100,7.58
92,lavrentiya,73.34034841089965,-169.82927979508554,30.39079999999999,74,95,2.93
93,chuy,-67.02076056018532,-17.913625946334378,2.0228000000000073,87,0,8.18
94,kirakira,-13.294811911535064,161.27097716682795,78.34280000000007,82,33,8.86
95,chagda,59.32923712208782,131.5823661183892,36.312800000000024,72,70,2.34
96,avarua,-48.03274308635807,-165.7986498248241,48.85880000000007,85,100,8.5
97,moroni,-12.454208565374046,42.85843414970438,78.88280000000009,77,18,7.77
98,boa vista,1.8583685539127686,-61.0309214783172,73.24879999999999,96,33,0.77
99,upernavik,88.86568100064028,-55.51344942489463,15.018800000000056,91,100,3.59
100,kavaratti,11.430934339176929,68.04642111881839,83.43680000000003,70,21,3.32
101,yellowknife,83.23837831163544,-104.73829342654206,17.268800000000056,90,100,7.23
102,zharkovskiy,56.03759085210686,32.41863682402402,29.2568,93,85,2.75
103,znamenskoye,58.003613121528474,73.42821280234259,45.36680000000008,81,0,0.85
104,rabo de peixe,45.914331017008294,-21.246033387776407,60.360800000000054,70,63,12.29
105,saint-louis,17.17986931753002,-17.428194281393672,78.77480000000008,87,6,4.33
106,maputo,-26.265306596662285,33.04522239205852,73.4,73,40,3.1
107,san cristobal,-4.450867766741965,-88.83425691679736,66.06680000000009,84,100,6.49
108,kaeo,-27.675594726376175,173.649840031223,65.97680000000005,76,0,7.97
109,dabola,10.34864669365841,-11.161878340971327,66.78680000000004,99,100,1.09
110,shingu,31.537890655203185,136.9971052960979,79.2068,74,11,6.55
111,birao,10.8342056742257,23.58570931662399,69.73880000000001,93,96,1.73
112,itarema,6.573655885073961,-38.953406675487145,81.67280000000001,73,2,2.11
113,amderma,81.48415880853969,64.11867278222664,27.36680000000008,88,32,6.25
114,kununurra,-19.040660838179207,129.13473975797115,98.53880000000001,7,0,10.37
115,saint-pierre,37.7470394754494,-53.190223110518914,67.30880000000008,60,51,4.79
116,marcona,-24.469590478213448,-84.23208821838166,61.314800000000005,87,0,6.58
117,airai,5.3192844556738095,136.93379934766733,83.85080000000008,77,54,7.02
118,castro,-48.64941592652821,-88.31847373597526,42.522800000000004,93,90,5.92
119,kaitangata,-60.590244274694726,175.0822147457846,35.70080000000007,82,0,9.18
120,chalon-sur-saone,46.898074694757014,5.004062958771357,50.0,100,0,1.0
121,georgetown,-3.2174412403172425,-16.00766948415611,76.38080000000001,76,100,7.15
122,pisco,-24.266851971236377,-94.50309848721483,64.6808,79,52,5.95
123,east london,-64.52663488569847,45.90772918739901,18.94280000000007,95,83,3.4
124,clarence town,22.69049808991568,-73.46014290629283,82.71680000000008,83,100,6.37
125,belushya guba,81.9244166937869,58.56919704956164,29.40080000000007,86,89,10.61
126,kieta,-3.6828059806835114,157.40308716097985,85.56080000000006,71,29,5.17
127,north bend,43.29394256660791,-129.87231275809435,62.484800000000064,90,96,6.84
128,bandarbeyla,8.291814444930637,54.8086788948813,81.20480000000002,75,66,2.74
129,samarai,-10.723418379155802,151.09079483570724,76.70480000000002,76,60,6.04
130,esperance,-44.26603052319612,127.08606334790346,49.056799999999996,82,96,10.0
131,alofi,-20.157802604417427,-167.4699053540984,73.14079999999998,73,45,9.37
132,grand gaube,-13.536976581759788,63.96386303716062,77.51480000000001,83,100,11.95
133,panna,24.728853525523192,80.27220688845739,79.11680000000008,59,0,1.18
134,la rioja,-30.010658496599085,-66.7968010676866,61.08080000000001,56,0,1.54
135,hambantota,1.1332019911107807,84.46251685116778,79.85480000000003,75,99,3.53
136,dingle,48.30273231264002,-20.472009724456456,56.83280000000009,65,32,15.3
137,puerto ayora,3.6367525789859343,-92.75976855012455,75.24680000000002,86,96,7.52
138,klaksvik,81.31155652625029,-5.436838269087076,23.04680000000002,91,100,3.02
139,dikson,86.03999196692973,78.18585040634127,34.24280000000007,96,100,8.77
140,port alberni,49.3134685237018,-125.08263652441295,53.00600000000003,71,75,5.1
141,guerrero negro,13.183502888491546,-129.4029201557943,80.84480000000005,82,0,5.44
142,yumen,35.86718777661096,94.43815601480787,35.124800000000086,74,100,1.57
143,rio brilhante,-21.738814536965904,-53.888566173786685,67.41680000000008,88,31,3.22
144,saint-philippe,-74.91483118232532,73.89479443209271,-30.251199999999947,63,0,8.11
145,churachandpur,24.06413988105183,93.39945354010302,70.15280000000004,96,99,0.14
146,calama,-22.875666877159873,-67.20597931834813,29.328800000000037,25,0,2.19
147,andria,41.148712985583074,16.281732566925427,57.2,87,0,3.1
148,yanam,15.090839865279477,83.77363252431547,83.38280000000009,65,66,2.26
149,nanortalik,50.384794474863156,-36.31760631760707,52.062800000000024,76,100,11.65
150,jamestown,-16.994257927522455,1.0254126363943783,63.52880000000003,84,100,10.36
151,charters towers,-22.27453735383675,145.49088905789858,99.31280000000002,11,0,4.4
152,swan hill,-33.52459949940038,144.0400888241839,64.84280000000007,29,0,10.18
153,mutsamudu,-11.013547143896858,45.192925113332876,78.84680000000002,78,18,11.16
154,hamilton,46.0081542345261,-114.80594557732124,51.8,75,1,2.6
155,port hardy,48.360955256239265,-132.98340105448528,54.67280000000001,64,15,10.25
156,aklavik,67.59897966775227,-140.93447207585706,22.29079999999999,67,0,0.79
157,umzimvubu,-42.88427618412582,38.3788940539626,51.4148,99,100,10.21
158,bocanda,6.8982204583945474,-4.457604821997961,70.04480000000004,99,87,1.44
159,mehamn,81.36039926921333,29.465167082759137,29.292800000000067,86,100,3.16
160,roald,68.37688115940418,2.9213043368297633,45.40280000000005,76,100,10.33
161,ugoofaaru,5.065652528680616,67.62485947364311,80.26880000000006,74,97,2.03
162,vanersborg,58.83174971085111,12.30162137999082,37.4,93,100,2.6
163,maniitsoq,61.72047092053532,-56.8605668085178,42.21680000000008,88,100,10.28
164,shalazhi,43.10439073500311,45.27377365447978,53.6,76,90,5.0
165,high level,60.33448915120695,-118.8139688890131,26.5568,91,75,4.75
166,sinjar,36.35713823246331,41.89562513238229,66.0488,45,0,3.42
167,saldanha,-37.18893473478252,7.8439091148573254,55.05080000000007,69,100,13.35
168,namibe,-15.76995539898158,9.075273653646974,64.12280000000001,81,45,9.02
169,yatou,35.39264377017898,124.6336823039403,63.294800000000045,70,35,9.94
170,torbay,34.51787788857452,-50.463636279324646,68.9648,69,39,11.38
171,tiksi,79.62871854509515,123.90441371580573,26.1068,88,100,6.32
172,matanzas,23.070349517473574,-81.51675962351479,73.4,100,40,2.1
173,lorengau,1.6286472219897234,144.28467848506375,84.8228,71,26,4.12
174,msanga,-6.398229102408578,36.058699914026704,64.4,100,20,3.6
175,ewa beach,18.337540717336665,-159.05655201099788,80.68280000000009,63,1,3.1
176,ozgon,40.99717619670204,72.96703295595893,69.00800000000001,59,52,2.0
177,veraval,16.633351519617605,66.86780031318554,81.72680000000005,74,0,5.37
178,kabansk,52.74218521163243,106.78065073211843,45.07880000000004,80,99,5.55
179,carnarvon,-22.82127297169835,100.60952650030873,67.41680000000008,74,100,5.59
180,tumannyy,69.66768674176168,35.47679231881639,38.61680000000008,72,82,6.27
181,calabozo,7.693811580835373,-66.49393040928265,78.0728,84,100,1.58
182,chulman,56.775652686296866,125.24216826661916,27.258800000000075,84,100,2.78
183,chardara,41.76827099466894,67.87437322514924,63.63680000000004,44,0,4.93
184,saint george,31.920279357096064,-59.35528409541111,74.72480000000009,67,100,9.27
185,ketchikan,59.25870826802182,-130.04842857008947,17.52080000000003,73,57,2.42
186,chirongui,-13.714913853990993,45.60260403834778,79.4408,72,1,1.71
187,lompoc,26.816460069200616,-129.81022753553506,68.94680000000002,72,77,3.55
188,illoqqortoormiut,76.10964745442723,-20.07870978060157,24.93680000000004,59,100,5.15
189,kahului,26.267435498882236,-154.88042635617256,77.33480000000006,56,71,1.51
190,port elizabeth,-62.71618748471395,33.35962531428575,30.282800000000087,90,100,11.87
191,zhaotong,27.125815522538062,103.81476172850887,63.54680000000002,77,94,2.33
192,butaritari,14.245748746106628,166.02710145601452,83.4908,78,2,6.72
193,cap malheureux,-16.116756535637734,58.924757894297414,76.48880000000001,76,63,11.04
194,vardo,70.62971047263832,31.089950042200144,39.96680000000008,70,88,7.47
195,altamira,-4.173891361837178,-52.75839182025483,72.2408,96,100,0.98
196,imeni poliny osipenko,52.286682773880415,136.29577285629858,45.99680000000002,78,100,1.84
197,sisimiut,66.64915579652791,-54.04385628411595,37.84280000000007,58,17,4.61
198,meulaboh,0.643219490689745,94.0929455355178,80.39480000000005,79,100,7.78
199,guangyuan,33.241678133045596,105.41946598085434,66.99199999999999,74,87,2.5
200,bathsheba,16.763830708686086,-48.15449277735553,80.61080000000005,73,92,6.25
201,fort nelson,61.71871581320829,-123.15767390990416,25.548799999999993,92,99,1.44
202,souillac,-48.05903080564373,70.76261225188097,36.61880000000006,77,100,14.09
203,cabo san lucas,19.580707065904477,-115.67257873974117,76.14680000000001,79,97,3.75
204,santiago del estero,-27.886523455432254,-64.5665607682868,71.53880000000001,41,0,3.35
205,puerto colombia,11.911377938176628,-75.89999253329702,84.98480000000006,76,7,7.73
206,meyungs,14.730986509022188,133.87635571859505,83.34680000000002,75,62,4.36
207,issia,6.743004238466881,-6.8723449059304755,70.51280000000003,99,92,1.99
208,otautau,-46.095833480313644,168.0775284155253,53.00600000000003,92,100,2.68
209,saleaula,1.3897658851007293,-167.39794418521015,82.69879999999999,74,0,6.04
210,labuhan,-12.600226614516686,99.9103954511437,76.18280000000009,74,65,7.79
211,pasni,22.38160006965468,63.57874798232416,83.27480000000008,69,3,3.85
212,ostrovnoy,71.24113274498015,43.530385650246046,37.21280000000003,80,96,7.64
213,rathdrum,47.90308114467567,-117.04392899818389,64.4,54,20,7.7
214,kruisfontein,-55.644429732495354,26.037920471941533,28.680800000000012,80,100,9.57
215,hervey bay,-21.994399522469664,156.70140568313474,71.16080000000005,68,0,3.49
216,domoni,-9.613222079516959,46.49651409468348,78.91880000000006,81,48,11.69
217,lagoa,44.86991500737446,-32.07600449369343,59.478800000000035,68,0,8.25
218,houma,27.764902836776628,-90.61067926897515,86.0,66,20,7.27
219,vaitupu,-3.4068385000723254,-178.5700408452092,83.27480000000008,72,64,3.98
220,kalutara,6.562696112149823,80.07197583367446,81.47480000000009,77,100,1.07
221,kandrian,-7.7536473297277695,151.73758741401446,79.81880000000005,82,100,9.51
222,japura,-1.9484238274912684,-69.53214337690143,73.93280000000009,97,100,1.64
223,tres picos,14.9195250954197,-94.03284029336965,84.76880000000006,76,98,8.67
224,khani,58.10658288684513,121.21140765366738,35.628800000000034,71,100,5.32
225,brae,67.00479201289266,0.11118232196724875,46.518800000000056,82,100,14.1
226,yulara,-24.97501940707322,126.87957230602359,87.23480000000006,18,0,8.87
227,flin flon,55.198578458421196,-102.2037557385041,49.29079999999999,68,100,3.69
228,qandahar,32.06037918008455,65.92492162962512,66.31880000000005,28,0,2.13
229,toliary,-26.000280559262272,40.157635554712385,72.99680000000002,83,0,3.77
230,emba,48.42744236225579,59.16031867405667,55.71680000000008,43,51,1.89
231,mahebourg,-39.598338586258414,76.21891922908094,50.37080000000003,74,100,9.95
232,kawalu,-16.463362043880508,106.63465209594705,73.4648,85,0,7.52
233,piltene,57.07376633066332,21.57813373113089,41.0,93,0,1.5
234,burica,7.6075864407779505,-83.46747166645358,78.73880000000001,87,88,7.01
235,barrow,83.25321929185878,-164.90267608856067,17.970800000000033,93,100,5.85
236,cervo,45.54039327425545,-7.250934798959008,64.39280000000007,97,99,7.19
237,chokurdakh,86.38401612823475,147.4617157915,23.352800000000048,94,100,7.85
238,santa cruz de la palma,29.383923682507827,-17.23309146505332,70.26080000000005,81,56,7.02
239,mangai,-2.983707443755648,19.379722146454526,69.6488,99,100,1.25
240,katsuura,29.21847531904291,146.87926465564522,80.23280000000008,80,44,4.78
241,mizdah,30.385983263589452,13.78596219287067,62.70080000000007,80,100,4.04
242,juruti,-2.145973325444629,-55.788873754075496,80.10679999999999,77,31,0.32
243,lardos,35.886985118737854,27.882383438287576,71.00600000000003,88,40,1.0
244,asau,-14.458579739112992,175.8536437207303,81.29480000000004,78,100,7.6
245,feijo,-7.935773873065912,-70.39145248750566,69.1808,93,66,1.2
246,san quintin,21.04890410916022,-128.47053565512084,73.86080000000005,88,0,6.57
247,beringovskiy,58.636922060301316,175.39568247791846,40.63280000000009,77,100,18.28
248,carutapera,5.860613498679072,-42.71770435268212,81.36680000000008,78,9,3.76
249,ribeira grande,31.348643796422962,-44.28952884043147,72.49280000000007,73,100,6.12
250,ahipara,-35.69366951019844,172.7276765645655,59.98280000000009,84,68,4.15
251,orlik,52.92409357307986,100.86292654984197,42.93680000000004,61,0,2.62
252,angoram,-4.152850014507862,144.76130502006498,87.93680000000003,62,58,3.68
253,weligama,1.4531745689907893,78.46967042006037,81.94280000000006,71,16,2.51
254,severo-kurilsk,30.434912034625583,164.9889948629397,75.06680000000009,78,0,5.63
255,namatanai,1.7111219227365808,156.90378261760264,84.78680000000004,68,5,4.03
256,markala,13.816384670852528,-6.2521914061096595,76.25480000000002,75,0,3.85
257,barentsburg,89.74985847738154,6.3072997282556,18.582800000000088,95,100,3.11
258,pangnirtung,65.10269144374948,-60.47052897789048,39.42680000000006,83,100,4.23
259,ridgecrest,37.09179520252299,-117.49058024494033,65.68880000000001,15,0,1.93
260,zhangye,37.7051010293583,100.45541074468326,40.272800000000004,66,100,0.75
261,cachoeira do sul,-30.11863176491429,-52.65489385982853,56.76080000000005,88,0,0.57
262,saint anthony,56.3851018252052,-53.063131558358236,46.59079999999999,79,29,10.37
263,saint-augustin,54.53848718428168,-60.067156682823935,44.268800000000056,78,45,3.9
264,beausejour,49.76128394891478,-96.49240273099704,57.00200000000008,58,20,7.2
265,san luis,28.902648778284984,-114.129112374692,72.67280000000001,60,0,2.07
266,mount isa,-25.877226338110034,140.48422201494276,80.12480000000008,19,0,9.1
267,necocli,8.415473584186785,-76.69516350659171,78.8,88,40,1.68
268,darhan,45.93939964711629,109.5670274758487,53.37680000000006,36,0,5.92
269,attawapiskat,63.303983595632474,-80.4129811195925,35.59280000000007,97,100,6.73
270,dicabisagan,18.164546425272036,126.87580417841468,82.42880000000004,80,68,7.23
271,geraldton,-32.11800212472536,97.90127858892174,56.202800000000046,62,50,1.47
272,maceio,-16.857695197934802,-28.02910985010743,73.35679999999999,73,0,8.21
273,tasiilaq,65.45217593170736,-39.79841293071132,30.678800000000034,46,0,10.16
274,talnakh,75.02880404954621,88.75059402559242,13.74079999999999,85,0,1.08
275,clyde river,72.08183676447902,-84.73172787489509,10.93280000000009,80,90,1.69
276,ust-maya,57.526416183133506,134.37991174912116,34.00880000000008,77,32,2.15
277,kapit,-0.2289104589429911,113.43505822148722,86.71280000000003,54,0,1.28
278,naron,46.56371650600849,-8.786907689226638,62.32280000000001,80,100,6.9
279,hovd,42.49603263071319,104.84476797747112,51.46880000000006,29,5,4.51
280,beloha,-29.646499382621684,43.2466921162283,72.36680000000008,86,0,10.4
281,kontagora,10.31900367141641,5.168877734185486,72.65480000000002,95,100,1.06
282,wewak,-2.690873890392581,144.95224767045585,84.01280000000003,76,27,6.34
283,wahran,34.31116108005074,-1.327115355425434,61.0988,43,100,1.34
284,bolungarvik,65.9819555925512,-22.280412085153728,45.06080000000005,91,100,5.16
285,nikki,10.150008595697741,3.4933055336636016,71.14280000000007,95,100,1.93
286,marsaxlokk,35.27848897343998,14.824159283251674,69.05480000000003,64,30,3.1
287,russell,-34.1079409737498,174.71066979074163,61.602800000000045,68,0,2.27
288,collingwood,44.49154615501823,-80.20935446374044,50.0,93,1,2.1
289,pevek,89.77942118276565,173.30731234403066,18.582800000000088,95,100,3.07
290,sinnamary,18.420467097042533,-43.7171340825351,79.51280000000003,73,69,3.99
291,yima,34.984853670647595,111.97804522053542,65.65280000000004,34,26,3.27
292,ambilobe,-13.247039827373627,49.890049445054984,65.56280000000002,81,16,5.34
293,baripada,21.8168160087358,86.74517917588418,79.67480000000009,74,37,1.28
294,srednekolymsk,74.39619606180997,154.1125735827443,30.2648,88,99,3.87
295,anshun,25.858198060947956,105.7635944884833,67.48880000000001,82,100,1.53
296,snyder,33.08079363205984,-101.1075679411022,60.8,38,1,2.6
297,dargaville,-36.136770829245535,173.80488771904334,59.53280000000009,84,4,3.66
298,lensk,61.20838993518575,115.15285489509535,23.5148,82,100,4.64
299,fernandez,22.020463464249318,-99.95134828054957,65.4728,85,0,2.87
300,bafra,41.952262289080835,36.31571799883733,66.39079999999998,74,99,2.97
301,hasaki,26.062063538806555,153.8191269353971,83.1488,82,66,6.23
302,qasigiannguit,67.21140581404802,-49.22019833369944,21.2,79,0,3.1
303,provideniya,44.12168092921286,-178.3047635641552,52.728800000000035,91,98,10.53
304,gravelbourg,48.66574846722648,-106.89689961341195,57.2,56,1,2.1
305,rafaela,-30.62420931518109,-60.974912035443026,64.21280000000003,66,6,3.57
306,cherskiy,76.03969201956713,161.62338566031502,25.29680000000002,82,100,2.4
307,evensk,64.5201821067231,161.74186619194296,10.08680000000004,92,26,2.89
308,las palmas,28.611835796093814,-15.241426648606705,70.60280000000004,87,83,5.75
309,apatity,67.07024264344088,33.27438786373665,30.894800000000043,87,95,3.5
310,hoquiam,47.35508848620586,-124.7223576385332,55.99400000000007,87,90,8.97
311,krasnoselkup,63.48512222935932,84.70064481015118,33.522800000000004,80,71,2.79
312,halalo,-14.905814788205447,-176.24305723512248,79.60280000000004,80,6,8.71
313,okha,56.083567917801446,146.8886179442236,45.92480000000008,79,100,3.58
314,jardim,2.7196554534764346,-34.32272765250781,78.36080000000005,78,37,5.41
315,awjilah,25.622985685337767,19.963120455758855,72.13280000000009,33,0,6.03
316,wattegama,5.087809419219639,84.1727424466589,82.21280000000003,75,98,5.65
317,bengkulu,-3.7710969528938563,100.36280563720095,76.66880000000006,89,100,5.42
318,placido de castro,-10.62206684348972,-66.89349589057123,68.56880000000005,89,6,1.67
319,rafai,6.213076289342155,24.27831987437645,68.58680000000004,99,100,1.94
320,riverton,-46.94845711332171,167.727453816221,49.83080000000001,81,100,1.48
321,vostok,52.38601692267551,147.3932018338566,47.72480000000009,94,98,9.68
322,batemans bay,-40.82403671510056,155.42858555895742,55.59079999999999,76,55,3.61
323,panchagarh,26.174226623022236,88.59181269847835,75.2,83,75,2.6
324,aksarka,69.92543781405516,68.88377217026525,34.67480000000008,95,100,3.5
325,ribeira brava,17.933903008644393,-23.793297302351817,75.55280000000005,87,90,5.08
326,pichayevo,53.1024371804742,42.309063367199116,32.69480000000004,81,35,3.18
327,kazalinsk,45.932704862110654,60.786016880864366,67.92080000000003,54,0,1.72
328,la ronge,64.20795827221716,-104.7480055914103,26.808800000000076,95,100,9.5
329,eureka,41.40500100769975,-124.97295637875723,59.478800000000035,87,41,11.34
330,okhotsk,61.384049713320024,144.53825377805242,16.206799999999998,65,100,2.41
331,kishi,9.687070752174975,4.067833627547827,70.76480000000001,93,70,0.67
332,satitoa,-14.629871044063648,-168.29545966347783,78.55880000000008,79,100,9.45
333,demba,-5.539899655557406,22.57862281869498,67.20080000000007,99,100,1.18
334,ixtapa,2.603026811333166,-109.3013693218006,73.59079999999999,79,100,7.85
335,rio gallegos,-48.99170739065648,-69.56130517143495,42.25280000000005,41,0,5.39
336,terrace,55.12708447991142,-128.37571612606217,28.248799999999996,92,100,1.77
337,ancud,-40.611377128277134,-78.98923004250294,50.83880000000001,88,94,2.64
338,khudumelapye,-23.894860538996298,24.635587451538527,59.28080000000001,21,0,2.93
339,dori,14.084529587641896,0.17494531857312268,89.48480000000006,41,100,6.04
340,belaya gora,69.51869565321786,145.77636956825808,14.514800000000001,88,0,1.34
341,udachnyy,67.37239796853066,111.93524981436155,16.674800000000083,92,100,9.36
342,luderitz,-37.60929452446214,-2.0309080872286813,51.81080000000005,65,76,14.46
343,taoudenni,24.619240415222137,-7.262485776723423,79.71080000000005,12,0,5.86
344,yei,3.847417625124706,30.674914930564228,64.95080000000007,94,89,0.78
345,louisbourg,39.89816558741839,-58.37930675560831,68.0648,64,33,6.06
346,dhangadhi,28.69241649580414,80.68501268904095,74.90480000000002,71,0,0.67
347,reidsville,36.38665854873405,-79.52242214495045,71.99600000000005,77,75,0.55
348,bangassou,5.805490747579611,22.83575483143798,66.78680000000004,98,100,0.85
349,aras,60.846529002126516,4.753801247559068,48.2,87,100,22.1
350,sobolevo,54.11512849634747,156.0219729544541,47.688800000000015,86,100,8.79
351,bakchar,57.15097217295579,82.5667693307513,49.77680000000006,90,100,0.77
